Order_ID,Order_Date,Month,Year,Customer_ID,Customer_Name,Product,Category,Location,Region,Salesperson,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discounted_price,Total_sales,Payment_Mode,Lead_Source,Order_Status,Sales_Category,Lost_Scale
ORD107289,12/24/2025,Dec,2025,CUST14616,Priya_Das,Running_Shoes,Fashion,Jaipur,North,Ananya_Dutta,2,9200,7,18400,1288,17112,Debit_Card,Email,Completed,Medium,Good_Sale
ORD107290,8/3/2025,Aug,2025,CUST12248,Arjun_Singh,Smartphone,Electronics,Jaipur,North,Priya_Sharma,4,47900,0,191600,0,191600,Net_Banking,Referral,Returned,Medium,Lost
ORD107291,9/28/2024,Sep,2024,CUST10888,Amit_Kumar,Refrigerator,Appliances,Ahmedabad,West,Arjun_Mehta,1,83200,7,83200,5824,77376,Cash,Email,Completed,Medium,Good_Sale
ORD107292,11/28/2025,Nov,2025,CUST17689,Kunal_Mehta,Air_Conditioner,Appliances,Hyderabad,South,Neha_Singh,1,48000,7,48000,3360,44640,Debit_Card,Google_Ads,Completed,Medium,Good_Sale
ORD107293,9/27/2025,Sep,2025,CUST14705,Sourav_Sen,Desk,Furniture,Chennai,South,Ananya_Dutta,4,24900,10,99600,9960,89640,Bank_Transfer,Website,Cancelled,Medium,Lost
ORD107294,2/23/2024,Feb,2024,CUST17453,Arjun_Singh,Dining_Table,Furniture,Hyderabad,South,Ananya_Dutta,2,62200,15,124400,18660,105740,Credit_Card,Marketplace,Cancelled,Medium,Lost
ORD107295,1/16/2026,Jan,2026,CUST17990,Arjun_Singh,Office_Chair,Furniture,Kolkata,East,Ananya_Dutta,1,22000,10,22000,2200,19800,Cash,Instagram,Completed,Medium,Good_Sale
ORD107296,4/8/2026,Apr,2026,CUST14762,Sneha_Roy,Dining_Table,Furniture,Chennai,South,Rahul_Das,4,21200,0,84800,0,84800,Credit_Card,Instagram,Completed,Medium,Good_Sale
ORD107297,6/21/2024,Jun,2024,CUST17175,Arjun_Singh,Desk,Furniture,Mumbai,West,Unknown_person,1,12700,15,12700,1905,10795,Credit_Card,Instagram,Returned,Medium,Lost
ORD107298,5/6/2024,May,2024,CUST16808,Riya_Ghosh,Office_Chair,Furniture,Mumbai,West,Rahul_Das,2,7800,7,15600,1092,14508,Bank_Transfer,Facebook,Cancelled,Medium,Lost
ORD107299,9/6/2024,Sep,2024,CUST17673,Priya_Das,Running_Shoes,Fashion,Kolkata,East,Sneha_Gupta,2,6100,7,12200,854,11346,Credit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD107300,5/1/2025,May,2025,CUST15258,Sneha_Roy,Mixer_Grinder,Home_&_Kitchen,Hyderabad,South,Priya_Sharma,1,6600,15,6600,990,5610,UPI,Email,Pending,Low,Good_Sale
ORD107301,2/25/2024,Feb,2024,CUST14406,Kunal_Mehta,Air_Conditioner,Appliances,Kolkata,East,Vikram_Patel,4,47300,10,189200,18920,170280,UPI,Referral,Returned,Medium,Lost
ORD107302,6/1/2024,Jun,2024,CUST15398,Priya_Das,Desk,Furniture,Jaipur,North,Amit_Roy,2,25500,15,51000,7650,43350,UPI,Email,Completed,Medium,Good_Sale
ORD107303,3/28/2024,Mar,2024,CUST12826,Amit_Kumar,Cookware_Set,Home_&_Kitchen,Jaipur,North,Riya_Sen,1,2600,15,2600,390,2210,Cash,Phone_Call,Pending,Low,Good_Sale
ORD107304,3/20/2025,Mar,2025,CUST14983,Kunal_Mehta,Office_Chair,Furniture,Jaipur,North,Riya_Sen,4,8100,7,32400,2268,30132,Cash,Phone_Call,Completed,Medium,Good_Sale
ORD107305,4/26/2026,Apr,2026,CUST17563,Priya_Das,Cookware_Set,Home_&_Kitchen,Bengaluru,South,Ananya_Dutta,2,8100,20,16200,3240,12960,Net_Banking,Google_Ads,Returned,Medium,Lost
ORD107306,8/18/2025,Aug,2025,CUST15053,Sourav_Sen,Sofa,Furniture,Delhi,North,Neha_Singh,4,59300,2,237200,4744,232456,Bank_Transfer,Store_Visit,Completed,High,Good_Sale
ORD107307,3/28/2024,Mar,2024,CUST15776,Sneha_Roy,Jeans,Fashion,Chennai,South,Ananya_Dutta,4,1400,15,5600,840,4760,Debit_Card,Phone_Call,Cancelled,Low,Lost
ORD107308,1/24/2024,Jan,2024,CUST16334,Priya_Das,Office_Chair,Furniture,Pune,West,Priya_Sharma,1,20000,15,20000,3000,17000,Bank_Transfer,Referral,Cancelled,Medium,Lost
ORD107309,7/3/2025,Jul,2025,CUST10807,Kunal_Mehta,Air_Conditioner,Appliances,Kolkata,East,Priya_Sharma,5,37600,0,188000,0,188000,Bank_Transfer,Facebook,Completed,Medium,Good_Sale
ORD107310,1/4/2024,Jan,2024,CUST10797,Priya_Das,Sofa,Furniture,Jaipur,North,Priya_Sharma,1,77700,2,77700,1554,76146,Bank_Transfer,Phone_Call,Completed,Medium,Good_Sale
ORD107311,9/26/2024,Sep,2024,CUST15588,Amit_Kumar,Mixer_Grinder,Home_&_Kitchen,Hyderabad,South,Neha_Singh,1,5900,0,5900,0,5900,Bank_Transfer,Referral,Returned,Low,Lost
ORD107312,1/22/2026,Jan,2026,CUST11193,Sneha_Roy,Smartphone,Electronics,Jaipur,North,Riya_Sen,2,16100,3,32200,966,31234,Cash,Google_Ads,Completed,Medium,Good_Sale
ORD107313,1/30/2025,Jan,2025,CUST11503,Neha_Das,Jeans,Fashion,Kolkata,East,Vikram_Patel,2,1400,20,2800,560,2240,Bank_Transfer,Marketplace,Completed,Low,Good_Sale
ORD107314,8/10/2024,Aug,2024,CUST15823,Amit_Kumar,Headphones,Electronics,Hyderabad,South,Sneha_Gupta,1,10000,2,10000,200,9800,Bank_Transfer,Website,Returned,Low,Lost
ORD107315,5/26/2024,May,2024,CUST10297,Amit_Kumar,Mixer_Grinder,Home_&_Kitchen,Hyderabad,South,Vikram_Patel,1,4600,0,4600,0,4600,Debit_Card,Email,Cancelled,Low,Lost
ORD107316,8/24/2025,Aug,2025,CUST16489,Rahul_Sharma,Running_Shoes,Fashion,Kolkata,East,Karan_Bose,4,4800,7,19200,1344,17856,UPI,Email,Cancelled,Medium,Lost
ORD107317,2/27/2026,Feb,2026,CUST12170,Amit_Kumar,Refrigerator,Appliances,Ahmedabad,West,Ananya_Dutta,5,55500,5,277500,13875,263625,Net_Banking,Phone_Call,Completed,High,Good_Sale
ORD107318,3/5/2026,Mar,2026,CUST11667,Neha_Das,Mixer_Grinder,Home_&_Kitchen,Bhubaneswar,East,Neha_Singh,3,6300,10,18900,1890,17010,Net_Banking,Marketplace,Completed,Medium,Good_Sale
ORD107319,10/31/2024,Oct,2024,CUST14166,Kunal_Mehta,Jeans,Fashion,Chennai,South,Sneha_Gupta,2,4000,10,8000,800,7200,UPI,Store_Visit,Completed,Low,Good_Sale
ORD107320,12/28/2024,Dec,2024,CUST15409,Amit_Kumar,Smartphone,Electronics,Bengaluru,South,Amit_Roy,4,56400,15,225600,33840,191760,Bank_Transfer,Facebook,Returned,Medium,Lost
ORD107321,11/22/2025,Nov,2025,CUST13053,Sourav_Sen,Office_Chair,Furniture,Pune,West,Priya_Sharma,1,15100,5,15100,755,14345,Debit_Card,Marketplace,Completed,Medium,Good_Sale
ORD107322,11/14/2024,Nov,2024,CUST10529,Arjun_Singh,Office_Chair,Furniture,Bengaluru,South,Priya_Sharma,5,18800,7,94000,6580,87420,Bank_Transfer,Referral,Completed,Medium,Good_Sale
ORD107323,7/31/2024,Jul,2024,CUST10982,Priya_Das,Cookware_Set,Home_&_Kitchen,Bengaluru,South,Ananya_Dutta,1,7800,0,7800,0,7800,UPI,Email,Cancelled,Low,Lost
ORD107324,8/26/2025,Aug,2025,CUST13129,Neha_Das,Cookware_Set,Home_&_Kitchen,Ahmedabad,West,Amit_Roy,2,3300,20,6600,1320,5280,Debit_Card,Phone_Call,Completed,Low,Good_Sale
ORD107325,4/13/2024,Apr,2024,CUST14288,Arjun_Singh,T-Shirt,Fashion,Chennai,South,Karan_Bose,1,1700,2,1700,34,1666,Bank_Transfer,Google_Ads,Returned,Low,Lost
ORD107326,5/7/2026,May,2026,CUST15690,Unknown_customer,Mixer_Grinder,Home_&_Kitchen,Mumbai,West,Vikram_Patel,5,2600,10,13000,1300,11700,Cash,Store_Visit,Returned,Medium,Lost
ORD107327,6/19/2024,Jun,2024,CUST15428,Sourav_Sen,Office_Chair,Furniture,Hyderabad,South,Riya_Sen,1,11800,15,11800,1770,10030,UPI,Phone_Call,Pending,Medium,Good_Sale
ORD107328,6/12/2026,Jun,2026,CUST17611,Ananya_Roy,Refrigerator,Appliances,Jaipur,North,Vikram_Patel,3,43800,10,131400,13140,118260,Bank_Transfer,Email,Completed,Medium,Good_Sale
ORD107329,5/29/2025,May,2025,CUST12584,Priya_Das,Dining_Table,Furniture,Chennai,South,Priya_Sharma,1,49600,10,49600,4960,44640,Net_Banking,Facebook,Pending,Medium,Good_Sale
ORD107330,2/20/2024,Feb,2024,CUST15834,Ananya_Roy,Office_Chair,Furniture,Kolkata,East,Rahul_Das,1,14800,2,14800,296,14504,Credit_Card,Email,Completed,Medium,Good_Sale
ORD107331,5/21/2025,May,2025,CUST16177,Priya_Das,Desk,Furniture,Jaipur,North,Arjun_Mehta,2,13500,12,27000,3240,23760,Cash,Store_Visit,Completed,Medium,Good_Sale
ORD107332,7/30/2024,Jul,2024,CUST15664,Sourav_Sen,Running_Shoes,Fashion,Ahmedabad,West,Priya_Sharma,4,8300,2,33200,664,32536,Cash,Phone_Call,Pending,Medium,Good_Sale
ORD107333,3/12/2026,Mar,2026,CUST11009,Sourav_Sen,Sofa,Furniture,Mumbai,West,Sneha_Gupta,1,79000,12,79000,9480,69520,Debit_Card,Referral,Completed,Medium,Good_Sale
ORD107334,8/31/2026,Aug,2026,CUST17413,Neha_Das,Office_Chair,Furniture,Bhubaneswar,East,Ananya_Dutta,3,14300,10,42900,4290,38610,Bank_Transfer,Website,Completed,Medium,Good_Sale
ORD107335,1/16/2025,Jan,2025,CUST12587,Priya_Das,Sofa,Furniture,Bhubaneswar,East,Rahul_Das,2,40700,7,81400,5698,75702,Net_Banking,Email,Completed,Medium,Good_Sale
ORD107336,10/25/2024,Oct,2024,CUST11260,Rahul_Sharma,Tablet,Electronics,Bhubaneswar,East,Neha_Singh,5,21600,12,108000,12960,95040,UPI,Google_Ads,Completed,Medium,Good_Sale
ORD107337,5/22/2024,May,2024,CUST11701,Kunal_Mehta,Bookshelf,Furniture,Bengaluru,South,Ananya_Dutta,1,12600,12,12600,1512,11088,UPI,Instagram,Pending,Medium,Good_Sale
ORD107338,9/20/2024,Sep,2024,CUST17904,Priya_Das,Dining_Table,Furniture,Bhubaneswar,East,Vikram_Patel,1,30200,2,30200,604,29596,Bank_Transfer,Phone_Call,Cancelled,Medium,Lost
ORD107339,8/7/2025,Aug,2025,CUST17786,Sneha_Roy,Tablet,Electronics,Jaipur,North,Vikram_Patel,5,27000,5,135000,6750,128250,Bank_Transfer,Store_Visit,Returned,Medium,Lost
ORD107340,11/30/2024,Nov,2024,CUST10347,Arjun_Singh,Jacket,Fashion,Jaipur,North,Riya_Sen,1,3500,7,3500,245,3255,Debit_Card,Facebook,Returned,Low,Lost
ORD107341,6/26/2024,Jun,2024,CUST11082,Kunal_Mehta,Mixer_Grinder,Home_&_Kitchen,Chennai,South,Vikram_Patel,1,2800,2,2800,56,2744,UPI,Email,Completed,Low,Good_Sale
ORD107342,6/16/2025,Jun,2025,CUST12407,Sneha_Roy,Dining_Table,Furniture,Mumbai,West,Riya_Sen,4,35600,5,142400,7120,135280,UPI,Email,Cancelled,Medium,Lost
ORD107343,3/30/2025,Mar,2025,CUST17179,Ananya_Roy,Coffee_Maker,Home_&_Kitchen,Mumbai,West,Arjun_Mehta,4,8100,0,32400,0,32400,Debit_Card,Marketplace,Completed,Medium,Good_Sale
ORD107344,6/18/2026,Jun,2026,CUST14229,Sourav_Sen,Washing_Machine,Appliances,Bhubaneswar,East,Riya_Sen,1,38700,5,38700,1935,36765,UPI,Phone_Call,Completed,Medium,Good_Sale
ORD107345,7/24/2025,Jul,2025,CUST10407,Ananya_Roy,Microwave,Appliances,Chennai,South,Riya_Sen,4,19600,2,78400,1568,76832,Net_Banking,Facebook,Cancelled,Medium,Lost
ORD107346,8/16/2024,Aug,2024,CUST13347,Kunal_Mehta,Desk,Furniture,Bhubaneswar,East,Riya_Sen,3,15300,2,45900,918,44982,Cash,Store_Visit,Cancelled,Medium,Lost
ORD107347,2/17/2024,Feb,2024,CUST16653,Sneha_Roy,Laptop,Electronics,Chennai,South,Rahul_Das,1,84200,15,84200,12630,71570,Credit_Card,Marketplace,Cancelled,Medium,Lost
ORD107348,1/21/2025,Jan,2025,CUST16736,Ananya_Roy,Sofa,Furniture,Chennai,South,Priya_Sharma,2,55600,2,111200,2224,108976,Bank_Transfer,Marketplace,Completed,Medium,Good_Sale
ORD107349,4/1/2026,Apr,2026,CUST13277,Rahul_Sharma,Cookware_Set,Home_&_Kitchen,Kolkata,East,Amit_Roy,1,7400,2,7400,148,7252,Cash,Email,Completed,Low,Good_Sale
ORD107350,10/21/2025,Oct,2025,CUST11644,Rahul_Sharma,Air_Conditioner,Appliances,Hyderabad,South,Ananya_Dutta,1,58400,3,58400,1752,56648,Net_Banking,Marketplace,Completed,Medium,Good_Sale
ORD107351,2/2/2024,Feb,2024,CUST16388,Kunal_Mehta,Air_Conditioner,Appliances,Chennai,South,Priya_Sharma,1,57200,0,57200,0,57200,Bank_Transfer,Marketplace,Completed,Medium,Good_Sale
ORD107352,11/20/2025,Nov,2025,CUST12274,Amit_Kumar,Mixer_Grinder,Home_&_Kitchen,Delhi,North,Ananya_Dutta,1,3700,15,3700,555,3145,UPI,Google_Ads,Returned,Low,Lost
ORD107353,12/27/2024,Dec,2024,CUST15011,Priya_Das,Dining_Table,Furniture,Delhi,North,Riya_Sen,2,18200,20,36400,7280,29120,Net_Banking,Facebook,Cancelled,Medium,Lost
ORD107354,1/5/2025,Jan,2025,CUST13034,Ananya_Roy,Sofa,Furniture,Chennai,South,Amit_Roy,4,37700,15,150800,22620,128180,Bank_Transfer,Store_Visit,Returned,Medium,Lost
ORD107355,1/4/2026,Jan,2026,CUST15423,Arjun_Singh,Cookware_Set,Home_&_Kitchen,Mumbai,West,Sneha_Gupta,2,2700,15,5400,810,4590,Debit_Card,Marketplace,Returned,Low,Lost
ORD107356,7/16/2025,Jul,2025,CUST11646,Arjun_Singh,Jacket,Fashion,Ahmedabad,West,Ananya_Dutta,1,5200,0,5200,0,5200,Bank_Transfer,Website,Pending,Low,Good_Sale
ORD107357,7/4/2025,Jul,2025,CUST17469,Sneha_Roy,Desk,Furniture,Hyderabad,South,Vikram_Patel,2,8700,7,17400,1218,16182,Debit_Card,Instagram,Completed,Medium,Good_Sale
ORD107358,4/2/2025,Apr,2025,CUST17568,Riya_Ghosh,Desk,Furniture,Hyderabad,South,Vikram_Patel,3,12800,0,38400,0,38400,Net_Banking,Google_Ads,Returned,Medium,Lost
ORD107359,3/12/2025,Mar,2025,CUST13603,Sneha_Roy,Mixer_Grinder,Home_&_Kitchen,Delhi,North,Rahul_Das,4,2200,3,8800,264,8536,Debit_Card,Website,Completed,Low,Good_Sale
ORD107360,1/27/2026,Jan,2026,CUST11209,Kunal_Mehta,Smartphone,Electronics,Hyderabad,South,Rahul_Das,3,59700,7,179100,12537,166563,Net_Banking,Marketplace,Completed,Medium,Good_Sale
ORD107361,1/14/2024,Jan,2024,CUST14837,Sourav_Sen,Smartphone,Electronics,Chennai,South,Vikram_Patel,1,34900,12,34900,4188,30712,Credit_Card,Website,Completed,Medium,Good_Sale
ORD107362,6/6/2026,Jun,2026,CUST17754,Sourav_Sen,Microwave,Appliances,Chennai,South,Priya_Sharma,3,23700,3,71100,2133,68967,Credit_Card,Instagram,Completed,Medium,Good_Sale
ORD107363,2/28/2024,Feb,2024,CUST12446,Sneha_Roy,Laptop,Electronics,Mumbai,West,Neha_Singh,1,80100,3,80100,2403,77697,Net_Banking,Store_Visit,Returned,Medium,Lost
ORD107364,2/3/2024,Feb,2024,CUST12268,Rahul_Sharma,Headphones,Electronics,Kolkata,East,Neha_Singh,2,3800,15,7600,1140,6460,Credit_Card,Referral,Completed,Low,Good_Sale
ORD107365,4/12/2024,Apr,2024,CUST11432,Sourav_Sen,Bookshelf,Furniture,Bhubaneswar,East,Neha_Singh,2,15800,3,31600,948,30652,Bank_Transfer,Website,Completed,Medium,Good_Sale
ORD107366,3/27/2025,Mar,2025,CUST13940,Sneha_Roy,Running_Shoes,Fashion,Bhubaneswar,East,Vikram_Patel,1,2100,7,2100,147,1953,Cash,Email,Returned,Low,Lost
ORD107367,4/13/2024,Apr,2024,CUST12265,Sneha_Roy,Microwave,Appliances,Bhubaneswar,East,Riya_Sen,1,13600,3,13600,408,13192,Debit_Card,Store_Visit,Completed,Medium,Good_Sale
ORD107368,1/3/2025,Jan,2025,CUST12939,Arjun_Singh,T-Shirt,Fashion,Mumbai,West,Priya_Sharma,4,2800,15,11200,1680,9520,Bank_Transfer,Website,Returned,Low,Lost
ORD107369,5/25/2024,May,2024,CUST10871,Priya_Das,Smartphone,Electronics,Pune,West,Priya_Sharma,1,71800,7,71800,5026,66774,Credit_Card,Google_Ads,Completed,Medium,Good_Sale
ORD107370,12/25/2025,Dec,2025,CUST16792,Amit_Kumar,Headphones,Electronics,Delhi,North,Neha_Singh,1,6300,0,6300,0,6300,Debit_Card,Referral,Completed,Low,Good_Sale
ORD107371,3/30/2025,Mar,2025,CUST17919,Neha_Das,Air_Conditioner,Appliances,Bhubaneswar,East,Neha_Singh,2,78900,2,157800,3156,154644,Credit_Card,Website,Completed,Medium,Good_Sale
ORD107372,12/3/2025,Dec,2025,CUST11203,Arjun_Singh,Smartphone,Electronics,Kolkata,East,Sneha_Gupta,1,42300,20,42300,8460,33840,Debit_Card,Referral,Completed,Medium,Good_Sale
ORD107373,2/17/2024,Feb,2024,CUST14898,Ananya_Roy,Jacket,Fashion,Hyderabad,South,Ananya_Dutta,5,3000,20,15000,3000,12000,Net_Banking,Marketplace,Completed,Medium,Good_Sale
ORD107374,12/19/2025,Dec,2025,CUST15491,Kunal_Mehta,Sofa,Furniture,Jaipur,North,Arjun_Mehta,5,44100,12,220500,26460,194040,Net_Banking,Instagram,Completed,Medium,Good_Sale
ORD107375,2/7/2026,Feb,2026,CUST16042,Ananya_Roy,Dining_Table,Furniture,Ahmedabad,West,Riya_Sen,4,29200,0,116800,0,116800,Net_Banking,Email,Returned,Medium,Lost
ORD107376,10/5/2024,Oct,2024,CUST13370,Neha_Das,Bookshelf,Furniture,Jaipur,North,Rahul_Das,1,9400,12,9400,1128,8272,Credit_Card,Marketplace,Completed,Low,Good_Sale
ORD107377,1/30/2024,Jan,2024,CUST16442,Neha_Das,Washing_Machine,Appliances,Hyderabad,South,Neha_Singh,5,19600,10,98000,9800,88200,Debit_Card,Referral,Cancelled,Medium,Lost
ORD107378,5/12/2026,May,2026,CUST13270,Arjun_Singh,Washing_Machine,Appliances,Kolkata,East,Neha_Singh,1,32700,20,32700,6540,26160,Credit_Card,Referral,Cancelled,Medium,Lost
ORD107379,9/10/2024,Sep,2024,CUST13856,Priya_Das,Dining_Table,Furniture,Kolkata,East,Arjun_Mehta,1,36800,7,36800,2576,34224,Cash,Store_Visit,Pending,Medium,Good_Sale
ORD107380,6/11/2025,Jun,2025,CUST17530,Neha_Das,Dining_Table,Furniture,Delhi,North,Priya_Sharma,5,36700,7,183500,12845,170655,Net_Banking,Facebook,Pending,Medium,Good_Sale
ORD107381,7/14/2025,Jul,2025,CUST17845,Riya_Ghosh,Refrigerator,Appliances,Kolkata,East,Sneha_Gupta,3,51600,10,154800,15480,139320,Bank_Transfer,Phone_Call,Completed,Medium,Good_Sale
ORD107382,3/29/2025,Mar,2025,CUST11938,Riya_Ghosh,Laptop,Electronics,Hyderabad,South,Rahul_Das,1,61900,2,61900,1238,60662,Net_Banking,Store_Visit,Completed,Medium,Good_Sale
ORD107383,10/1/2024,Oct,2024,CUST13422,Riya_Ghosh,Office_Chair,Furniture,Kolkata,East,Vikram_Patel,5,17800,12,89000,10680,78320,Unknown,Facebook,Completed,Medium,Good_Sale
ORD107384,4/16/2025,Apr,2025,CUST16386,Arjun_Singh,Washing_Machine,Appliances,Delhi,North,Ananya_Dutta,1,31000,7,31000,2170,28830,Cash,Instagram,Completed,Medium,Good_Sale
ORD107385,6/29/2026,Jun,2026,CUST12879,Rahul_Sharma,Washing_Machine,Appliances,Hyderabad,South,Priya_Sharma,3,27100,2,81300,1626,79674,Bank_Transfer,Instagram,Completed,Medium,Good_Sale
ORD107386,3/6/2026,Mar,2026,CUST16313,Neha_Das,Smartphone,Electronics,Ahmedabad,West,Rahul_Das,2,22200,15,44400,6660,37740,Debit_Card,Instagram,Completed,Medium,Good_Sale
ORD107387,12/4/2024,Dec,2024,CUST10876,Sneha_Roy,Air_Conditioner,Appliances,Pune,West,Amit_Roy,1,47800,3,47800,1434,46366,Cash,Google_Ads,Returned,Medium,Lost
ORD107388,1/5/2026,Jan,2026,CUST17580,Riya_Ghosh,Jeans,Fashion,Kolkata,East,Rahul_Das,4,2700,15,10800,1620,9180,UPI,Marketplace,Returned,Low,Lost
ORD107389,10/22/2025,Oct,2025,CUST11515,Ananya_Roy,Office_Chair,Furniture,Bhubaneswar,East,Neha_Singh,3,10600,3,31800,954,30846,Debit_Card,Marketplace,Returned,Medium,Lost
ORD107390,9/5/2025,Sep,2025,CUST14238,Priya_Das,Air_Conditioner,Appliances,Chennai,South,Priya_Sharma,5,37300,7,186500,13055,173445,Cash,Facebook,Cancelled,Medium,Lost
ORD107391,2/5/2024,Feb,2024,CUST12351,Rahul_Sharma,Bookshelf,Furniture,Bengaluru,South,Amit_Roy,2,5200,5,10400,520,9880,Debit_Card,Instagram,Returned,Low,Lost
ORD107392,5/14/2024,May,2024,CUST14503,Rahul_Sharma,Running_Shoes,Fashion,Bengaluru,South,Riya_Sen,4,6300,12,25200,3024,22176,Cash,Referral,Completed,Medium,Good_Sale
ORD107393,4/21/2026,Apr,2026,CUST17696,Arjun_Singh,Desk,Furniture,Jaipur,North,Neha_Singh,5,16200,2,81000,1620,79380,Cash,Website,Completed,Medium,Good_Sale
ORD107394,1/29/2025,Jan,2025,CUST16015,Arjun_Singh,Desk,Furniture,Hyderabad,South,Priya_Sharma,5,17700,3,88500,2655,85845,Debit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD107395,6/2/2025,Jun,2025,CUST16966,Kunal_Mehta,Jacket,Fashion,Mumbai,West,Neha_Singh,2,5800,2,11600,232,11368,Net_Banking,Referral,Pending,Medium,Good_Sale
ORD107396,4/5/2026,Apr,2026,CUST17704,Priya_Das,Laptop,Electronics,Hyderabad,South,Riya_Sen,1,64900,3,64900,1947,62953,Debit_Card,Google_Ads,Completed,Medium,Good_Sale
ORD107397,10/1/2024,Oct,2024,CUST16824,Ananya_Roy,T-Shirt,Fashion,Kolkata,East,Riya_Sen,1,2700,7,2700,189,2511,Cash,Google_Ads,Completed,Low,Good_Sale
ORD107398,9/26/2024,Sep,2024,CUST11722,Sneha_Roy,Laptop,Electronics,Delhi,North,Priya_Sharma,2,67100,10,134200,13420,120780,Bank_Transfer,Referral,Completed,Medium,Good_Sale
ORD107399,3/6/2025,Mar,2025,CUST13074,Riya_Ghosh,Laptop,Electronics,Bengaluru,South,Riya_Sen,1,70300,15,70300,10545,59755,Cash,Email,Cancelled,Medium,Lost
ORD107400,2/28/2024,Feb,2024,CUST13215,Arjun_Singh,Running_Shoes,Fashion,Mumbai,West,Karan_Bose,1,8700,5,8700,435,8265,Net_Banking,Email,Completed,Low,Good_Sale
ORD107401,12/25/2024,Dec,2024,CUST14227,Kunal_Mehta,Microwave,Appliances,Bengaluru,South,Rahul_Das,2,16200,5,32400,1620,30780,UPI,Email,Cancelled,Medium,Lost
ORD107402,6/4/2026,Jun,2026,CUST14599,Amit_Kumar,Mixer_Grinder,Home_&_Kitchen,Kolkata,East,Rahul_Das,5,2000,2,10000,200,9800,Credit_Card,Marketplace,Completed,Low,Good_Sale
ORD107403,8/29/2026,Aug,2026,CUST15288,Arjun_Singh,Smartphone,Electronics,Pune,West,Arjun_Mehta,1,58600,0,58600,0,58600,Credit_Card,Marketplace,Completed,Medium,Good_Sale
ORD107404,11/28/2024,Nov,2024,CUST13344,Ananya_Roy,Office_Chair,Furniture,Delhi,North,Rahul_Das,5,18300,12,91500,10980,80520,UPI,Google_Ads,Completed,Medium,Good_Sale
ORD107405,7/18/2026,Jul,2026,CUST12868,Amit_Kumar,Running_Shoes,Fashion,Mumbai,West,Vikram_Patel,4,11900,10,47600,4760,42840,UPI,Website,Completed,Medium,Good_Sale
ORD107406,1/13/2026,Jan,2026,CUST10598,Riya_Ghosh,Jacket,Fashion,Bhubaneswar,East,Riya_Sen,1,4500,7,4500,315,4185,UPI,Google_Ads,Completed,Low,Good_Sale
ORD107407,6/23/2025,Jun,2025,CUST14434,Priya_Das,Bookshelf,Furniture,Kolkata,East,Riya_Sen,1,15500,5,15500,775,14725,Cash,Instagram,Cancelled,Medium,Lost
ORD107408,11/15/2024,Nov,2024,CUST16337,Riya_Ghosh,Refrigerator,Appliances,Mumbai,West,Neha_Singh,4,75600,7,302400,21168,281232,Cash,Email,Completed,High,Good_Sale
ORD107409,6/21/2026,Jun,2026,CUST15873,Ananya_Roy,Jeans,Fashion,Chennai,South,Rahul_Das,4,3300,15,13200,1980,11220,Net_Banking,Facebook,Completed,Medium,Good_Sale
ORD107410,1/9/2024,Jan,2024,CUST15000,Ananya_Roy,Smartphone,Electronics,Bengaluru,South,Vikram_Patel,3,72700,2,218100,4362,213738,UPI,Store_Visit,Cancelled,High,Lost
ORD107411,5/23/2025,May,2025,CUST17717,Kunal_Mehta,Smartphone,Electronics,Bengaluru,South,Sneha_Gupta,5,46400,7,232000,16240,215760,Cash,Instagram,Pending,High,Good_Sale
ORD107412,4/13/2026,Apr,2026,CUST11327,Riya_Ghosh,Headphones,Electronics,Delhi,North,Sneha_Gupta,1,17000,3,17000,510,16490,Debit_Card,Website,Cancelled,Medium,Lost
ORD107413,12/21/2024,Dec,2024,CUST16742,Amit_Kumar,Refrigerator,Appliances,Hyderabad,South,Karan_Bose,2,27300,0,54600,0,54600,UPI,Facebook,Returned,Medium,Lost
ORD107414,1/11/2024,Jan,2024,CUST11335,Kunal_Mehta,Sofa,Furniture,Ahmedabad,West,Arjun_Mehta,2,18700,12,37400,4488,32912,Cash,Phone_Call,Completed,Medium,Good_Sale
ORD107415,2/26/2025,Feb,2025,CUST17139,Rahul_Sharma,Office_Chair,Furniture,Chennai,South,Ananya_Dutta,1,20100,12,20100,2412,17688,Debit_Card,Referral,Completed,Medium,Good_Sale
ORD107416,3/10/2026,Mar,2026,CUST10838,Priya_Das,Refrigerator,Appliances,Bhubaneswar,East,Vikram_Patel,5,24400,15,122000,18300,103700,Net_Banking,Instagram,Completed,Medium,Good_Sale
ORD107417,11/13/2024,Nov,2024,CUST10868,Amit_Kumar,Coffee_Maker,Home_&_Kitchen,Pune,West,Arjun_Mehta,2,3000,0,6000,0,6000,Credit_Card,Referral,Completed,Low,Good_Sale
ORD107418,6/20/2026,Jun,2026,CUST11432,Riya_Ghosh,Running_Shoes,Fashion,Ahmedabad,West,Arjun_Mehta,1,6100,2,6100,122,5978,Cash,Store_Visit,Cancelled,Low,Lost
ORD107419,9/25/2025,Sep,2025,CUST15797,Priya_Das,Mixer_Grinder,Home_&_Kitchen,Hyderabad,South,Karan_Bose,1,4200,10,4200,420,3780,Debit_Card,Phone_Call,Completed,Low,Good_Sale
